step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
44,PAYMENT,1823.78,C404455493,141354.0,139530.22,M2043684037,0.0,0.0,0.0,0.0
33,CASH_OUT,79995.03,C980195937,746.0,0.0,C630754937,714198.6,794193.63,0.0,0.0
18,CASH_OUT,265838.3,C98380815,0.0,0.0,C676877997,2532775.61,4751270.9,0.0,0.0
42,PAYMENT,14150.4,C1933900931,10563.0,0.0,M772804713,0.0,0.0,0.0,0.0
11,PAYMENT,323.06,C172122214,0.0,0.0,M1786979940,0.0,0.0,0.0,0.0
36,PAYMENT,12591.53,C1266570907,12266.58,0.0,M2090140184,0.0,0.0,0.0,0.0
43,TRANSFER,964797.42,C1427137619,51521.0,0.0,C1305937769,0.0,1194928.42,0.0,0.0
12,CASH_OUT,171343.67,C1999900800,0.0,0.0,C995361110,652570.1,823913.76,0.0,0.0
9,CASH_OUT,135501.17,C1558597532,0.0,0.0,C1967017653,565503.47,701004.64,0.0,0.0
13,CASH_IN,21064.18,C1381067268,5793122.61,5814186.79,C1576475986,1155011.05,1133946.86,0.0,0.0
13,CASH_OUT,17705.86,C205803545,50553.0,32847.14,C508236419,170691.83,196862.42,0.0,0.0
18,PAYMENT,34394.9,C1100580280,19864.0,0.0,M1804020974,0.0,0.0,0.0,0.0
36,PAYMENT,889.93,C319564366,142745.71,141855.79,M1170832084,0.0,0.0,0.0,0.0
20,CASH_IN,129289.02,C74375678,10411586.66,10540875.68,C1851117294,380396.78,251107.76,0.0,0.0
10,CASH_OUT,127470.08,C1940160427,0.0,0.0,C298492445,5295996.89,5423466.97,0.0,0.0
12,PAYMENT,2933.1,C1945654854,0.0,0.0,M553420579,0.0,0.0,0.0,0.0
33,CASH_OUT,312136.47,C687811051,0.0,0.0,C1387750261,4554349.12,4866485.59,0.0,0.0
43,CASH_IN,178435.72,C195537364,3178631.1,3357066.82,C584422779,310757.59,132321.87,0.0,0.0
13,PAYMENT,10190.22,C2141918051,89785.0,79594.78,M1782204163,0.0,0.0,0.0,0.0
42,PAYMENT,3875.16,C324585640,0.0,0.0,M1660044292,0.0,0.0,0.0,0.0
36,TRANSFER,1392892.87,C468633473,227070.46,0.0,C261408712,3372668.0,4765560.87,0.0,0.0
39,CASH_OUT,109692.89,C596303983,0.0,0.0,C1305739685,2845636.91,2955329.81,0.0,0.0
44,PAYMENT,8891.89,C484880380,0.0,0.0,M1347783346,0.0,0.0,0.0,0.0
44,TRANSFER,9027.32,C125876166,0.0,0.0,C2078442287,3228197.34,3237224.66,0.0,0.0
20,CASH_IN,109306.72,C1049548221,30858.0,140164.72,C2022643588,0.0,0.0,0.0,0.0
12,CASH_IN,381040.61,C799619884,70789.88,451830.49,C481291135,0.0,318021.07,0.0,0.0
44,PAYMENT,14934.83,C744481197,230083.0,215148.17,M777804307,0.0,0.0,0.0,0.0
14,CASH_IN,76259.7,C178420785,3733851.42,3810111.12,C55786874,123822.85,76276.35,0.0,0.0
19,CASH_OUT,36608.29,C1537520967,31254.0,0.0,C534443690,756685.08,793293.37,0.0,0.0
36,CASH_OUT,411919.27,C1924233332,282249.15,0.0,C1618278649,1069086.16,1481005.43,0.0,0.0
15,PAYMENT,3419.18,C1052296682,9928.0,6508.82,M1634507321,0.0,0.0,0.0,0.0
19,CASH_OUT,48878.7,C1764768218,7811.0,0.0,C312300547,26530.0,75408.69,0.0,0.0
20,TRANSFER,254555.91,C76816763,245783.0,0.0,C204749031,235540.04,490095.95,0.0,0.0
37,CASH_OUT,33209.08,C1471991548,0.0,0.0,C2134599864,0.0,284273.34,0.0,0.0
37,PAYMENT,5875.03,C1638875919,0.0,0.0,M926712987,0.0,0.0,0.0,0.0
42,PAYMENT,17885.95,C1574628875,14825.0,0.0,M98369431,0.0,0.0,0.0,0.0
41,PAYMENT,10341.04,C547321747,224.0,0.0,M1258897776,0.0,0.0,0.0,0.0
15,PAYMENT,23925.34,C46537106,41019.0,17093.66,M1948768643,0.0,0.0,0.0,0.0
42,CASH_OUT,146739.43,C926790334,156835.0,10095.57,C1043509902,116399.55,263138.98,0.0,0.0
41,CASH_IN,414557.24,C857223248,2404264.16,2818821.4,C1133797507,1163678.9,749121.67,0.0,0.0
14,PAYMENT,4662.94,C990916457,0.0,0.0,M702040733,0.0,0.0,0.0,0.0
43,PAYMENT,44835.34,C1332852702,132076.0,87240.66,M1311964842,0.0,0.0,0.0,0.0
12,PAYMENT,4435.55,C463482432,0.0,0.0,M1038986797,0.0,0.0,0.0,0.0
33,PAYMENT,10539.75,C1974833484,0.0,0.0,M783902311,0.0,0.0,0.0,0.0
14,CASH_OUT,479895.32,C1676351156,71313.0,0.0,C1102715869,3351676.05,3703822.19,0.0,0.0
14,CASH_OUT,151387.22,C887945249,50239.0,0.0,C860128720,73500.0,215375.74,0.0,0.0
42,PAYMENT,18127.07,C468254817,412610.85,394483.78,M955864127,0.0,0.0,0.0,0.0
34,PAYMENT,1059.6,C2003032294,0.0,0.0,M1249430309,0.0,0.0,0.0,0.0
35,PAYMENT,4174.68,C1278725112,131291.0,127116.32,M191196578,0.0,0.0,0.0,0.0
19,CASH_OUT,75722.4,C1069139589,50537.0,0.0,C2040616075,1908690.13,2027797.48,0.0,0.0
13,CASH_OUT,16660.56,C1288494751,21859.0,5198.44,C1194263060,276684.74,293345.29,0.0,0.0
41,CASH_OUT,136982.23,C1713473416,0.0,0.0,C1508364204,413506.77,550489.0,0.0,0.0
1,PAYMENT,3850.6,C1830969563,2839821.61,2835971.01,M523051393,0.0,0.0,0.0,0.0
38,CASH_IN,459354.94,C874291979,21551.0,480905.94,C216229155,200417.43,0.0,0.0,0.0
43,CASH_IN,199476.72,C733243273,11118.0,210594.72,C1758144561,1268426.27,1068949.55,0.0,0.0
18,CASH_IN,211197.31,C1669707903,20741.0,231938.31,C464791431,128685.5,0.0,0.0,0.0
11,TRANSFER,525845.46,C1994070111,13073.0,0.0,C287933084,221631.04,428724.18,0.0,0.0
19,CASH_OUT,87142.92,C102071891,137143.0,50000.08,C592574662,0.0,87142.92,0.0,0.0
42,CASH_IN,399774.17,C337191872,11556096.35,11955870.52,C2118296415,2055133.15,1655358.98,0.0,0.0
39,PAYMENT,1355.68,C1869242605,958.0,0.0,M318200600,0.0,0.0,0.0,0.0
22,PAYMENT,7398.58,C1918024779,0.0,0.0,M90257660,0.0,0.0,0.0,0.0
41,CASH_IN,29220.74,C2110333012,8797174.28,8826395.01,C1629299766,42625.94,13405.2,0.0,0.0
15,PAYMENT,34107.48,C1523135281,267854.55,233747.07,M1446030590,0.0,0.0,0.0,0.0
41,CASH_IN,332596.35,C1843082372,5843389.59,6175985.94,C1548802752,926797.91,594201.57,0.0,0.0
15,CASH_IN,92674.6,C1294549895,20188.0,112862.6,C1463466102,3607347.9,3514673.29,0.0,0.0
38,CASH_OUT,70721.74,C601234776,13656.0,0.0,C1069895026,844043.28,914765.03,0.0,0.0
44,CASH_IN,236244.1,C2115961351,2432787.48,2669031.58,C1033957002,243059.95,6815.85,0.0,0.0
40,CASH_OUT,81064.63,C1099483392,0.0,0.0,C1597530872,583002.47,664067.1,0.0,0.0
8,CASH_OUT,83653.59,C743508116,0.0,0.0,C594250212,183397.84,76017.85,0.0,0.0
11,CASH_IN,7835.88,C1654450042,9111.0,16946.88,C1800431786,21319.0,2019875.23,0.0,0.0
18,CASH_OUT,39944.02,C74384384,0.0,0.0,C547489420,932457.59,1227790.13,0.0,0.0
42,CASH_IN,181616.42,C2003090068,753302.14,934918.55,C1226985946,308399.65,126783.24,0.0,0.0
42,CASH_OUT,72749.14,C1977300602,70624.0,0.0,C1608426164,58094.62,130843.76,0.0,0.0
12,CASH_OUT,231335.12,C1025892953,0.0,0.0,C1432387181,1889757.14,2611159.57,0.0,0.0
17,CASH_OUT,200103.58,C486173339,0.0,0.0,C1460920929,1278873.33,1478976.91,0.0,0.0
19,CASH_IN,140491.37,C2070122104,4988362.51,5128853.87,C978410920,341125.77,65658.94,0.0,0.0
10,CASH_OUT,2662734.59,C813115168,2662734.59,0.0,C401825929,14165.62,2930405.33,1.0,0.0
20,CASH_OUT,191179.81,C1220806960,12275.0,0.0,C1054097856,588195.17,779374.98,0.0,0.0
40,CASH_OUT,157176.45,C1415051096,0.0,0.0,C1509103996,445967.11,603143.56,0.0,0.0
18,CASH_IN,517957.35,C771948756,14479.0,532436.35,C887272053,12315.0,0.0,0.0,0.0
20,CASH_OUT,37034.15,C547982366,0.0,0.0,C571113365,10590883.02,10627917.17,0.0,0.0
9,CASH_IN,109159.94,C1599403141,506432.16,615592.1,C868060023,1627337.19,2426054.3,0.0,0.0
20,PAYMENT,33093.37,C712217262,9706.0,0.0,M812785768,0.0,0.0,0.0,0.0
17,PAYMENT,9049.78,C1962426669,157509.12,148459.34,M809722779,0.0,0.0,0.0,0.0
39,CASH_OUT,250384.19,C300744091,31342.0,0.0,C839691508,534171.67,784555.87,0.0,0.0
38,PAYMENT,21101.89,C1403867109,31674.0,10572.11,M603423782,0.0,0.0,0.0,0.0
43,CASH_OUT,269983.71,C2094090928,0.0,0.0,C774212941,3357599.12,3627582.84,0.0,0.0
36,PAYMENT,17328.27,C1489489070,88615.37,71287.1,M1992960410,0.0,0.0,0.0,0.0
17,CASH_OUT,127719.37,C1918406468,0.0,0.0,C590038354,1036690.68,1164410.04,0.0,0.0
35,CASH_OUT,29551.14,C1375960300,0.0,0.0,C805348136,4362550.87,4392102.01,0.0,0.0
40,CASH_IN,126917.42,C219606783,5033.0,131950.42,C353392569,43802.43,162355.86,0.0,0.0
11,PAYMENT,6019.7,C469400373,78012.97,71993.27,M1671810816,0.0,0.0,0.0,0.0
14,PAYMENT,6604.06,C546434240,5079.0,0.0,M2087931488,0.0,0.0,0.0,0.0
43,PAYMENT,20355.64,C253929162,0.0,0.0,M364170246,0.0,0.0,0.0,0.0
14,PAYMENT,11131.94,C375677209,102511.0,91379.06,M853081115,0.0,0.0,0.0,0.0
17,PAYMENT,22140.61,C1098613116,0.0,0.0,M1070171603,0.0,0.0,0.0,0.0
19,CASH_OUT,51784.04,C1623998766,0.0,0.0,C46223042,826273.0,968427.73,0.0,0.0
36,PAYMENT,13770.68,C374036783,350219.33,336448.65,M287722027,0.0,0.0,0.0,0.0
8,PAYMENT,6130.87,C1552342513,30797.0,24666.13,M1864986987,0.0,0.0,0.0,0.0
36,PAYMENT,90516.16,C685097636,539713.69,449197.53,M985529636,0.0,0.0,0.0,0.0
12,CASH_OUT,207861.13,C720426124,252495.0,44633.87,C1085553281,39010.0,273204.04,0.0,0.0
9,CASH_OUT,206138.95,C1404053705,32839.0,0.0,C1398181475,11488.0,0.0,0.0,0.0
23,CASH_IN,338972.55,C456380323,1289194.88,1628167.43,C613377115,455017.01,116044.46,0.0,0.0
44,CASH_OUT,291968.6,C1509246496,349.0,0.0,C331294868,0.0,291968.6,0.0,0.0
9,PAYMENT,3166.14,C195142514,628059.43,624893.29,M246886796,0.0,0.0,0.0,0.0
19,TRANSFER,241788.11,C293216031,0.0,0.0,C1807287608,3422949.04,3664737.15,0.0,0.0
8,PAYMENT,754.03,C880023630,0.0,0.0,M1738478356,0.0,0.0,0.0,0.0
39,CASH_OUT,355757.28,C1657811583,20611.0,0.0,C2133068911,0.0,355757.28,0.0,0.0
41,PAYMENT,6551.77,C172140338,5013.0,0.0,M2105869835,0.0,0.0,0.0,0.0
19,CASH_OUT,212986.7,C1120487499,45480.0,0.0,C202771927,177065.0,347928.96,0.0,0.0
11,CASH_IN,162671.83,C1459459691,6469539.95,6632211.78,C278884990,475949.01,313277.18,0.0,0.0
41,CASH_OUT,128611.46,C1524299010,0.0,0.0,C871339011,3213432.59,3342044.05,0.0,0.0
37,CASH_OUT,149931.41,C1077253360,22260.0,0.0,C496008990,1427794.54,1577725.95,0.0,0.0
14,CASH_IN,23005.8,C786993321,0.0,23005.8,C1545121117,1373905.53,1177101.87,0.0,0.0
24,CASH_OUT,27731.41,C928432846,0.0,0.0,C130177589,5098754.52,5126485.94,0.0,0.0
10,CASH_OUT,502036.26,C178714110,0.0,0.0,C1134776066,655763.17,1374735.52,0.0,0.0
42,CASH_IN,369322.42,C202242162,41092.0,410414.42,C497393930,630469.27,261146.85,0.0,0.0
11,CASH_OUT,364958.5,C1652101731,0.0,0.0,C1674390925,986995.89,1645440.66,0.0,0.0
9,CASH_OUT,538868.88,C1594742190,0.0,0.0,C1413055366,4459106.44,4997975.32,0.0,0.0
19,CASH_OUT,15354.35,C1493934921,40891.0,25536.65,C82658741,22309.13,37663.48,0.0,0.0
44,CASH_OUT,233505.58,C2001475810,0.0,0.0,C177570699,817740.32,1051245.9,0.0,0.0
16,PAYMENT,7655.7,C2031244208,18149.91,10494.21,M1629654946,0.0,0.0,0.0,0.0
13,CASH_OUT,187262.57,C1714282164,0.0,0.0,C1892922524,8447667.45,8634930.02,0.0,0.0
20,PAYMENT,9006.94,C1773768534,688845.79,679838.85,M1687470666,0.0,0.0,0.0,0.0
9,PAYMENT,5259.44,C1674592726,8210.0,2950.56,M1297641144,0.0,0.0,0.0,0.0
43,PAYMENT,4721.66,C324402875,260504.65,255782.99,M1113760668,0.0,0.0,0.0,0.0
16,TRANSFER,273681.05,C1117434144,31161.0,0.0,C377833979,0.0,273681.05,0.0,0.0
40,CASH_OUT,371029.63,C413729413,165.0,0.0,C619166475,0.0,371029.63,0.0,0.0
10,CASH_OUT,168602.73,C956946169,0.0,0.0,C1577194491,211269.02,379871.76,0.0,0.0
18,TRANSFER,310208.14,C642904705,0.0,0.0,C169598416,348282.03,212281.12,0.0,0.0
14,TRANSFER,861712.23,C419092811,10195.0,0.0,C1435601683,62290.0,640563.63,0.0,0.0
11,CASH_IN,412911.8,C1994002744,5015.0,417926.8,C1857150711,6566.0,0.0,0.0,0.0
38,PAYMENT,12374.78,C1070574865,0.0,0.0,M1787937887,0.0,0.0,0.0,0.0
14,PAYMENT,3499.61,C63332828,0.0,0.0,M562862927,0.0,0.0,0.0,0.0
8,PAYMENT,10079.84,C1301032953,10058.0,0.0,M1227593995,0.0,0.0,0.0,0.0
16,CASH_IN,69931.89,C1158629725,15234938.46,15304870.35,C1333995587,1253760.73,1183828.85,0.0,0.0
16,CASH_OUT,415817.78,C773724974,28812.0,0.0,C1719524960,0.0,1009933.67,0.0,0.0
20,PAYMENT,12980.32,C240679694,273605.17,260624.85,M148917317,0.0,0.0,0.0,0.0
20,CASH_IN,420234.29,C130582543,15051228.65,15471462.95,C325203711,1802049.88,1381815.59,0.0,0.0
35,CASH_OUT,335304.92,C1828665222,103386.0,0.0,C803396383,348786.36,684091.28,0.0,0.0
41,TRANSFER,139124.58,C967365695,0.0,0.0,C1726540656,3776890.07,3916014.66,0.0,0.0
16,PAYMENT,4359.27,C1569290035,136301.0,131941.73,M707551095,0.0,0.0,0.0,0.0
11,PAYMENT,26667.77,C2026033829,0.0,0.0,M1803840354,0.0,0.0,0.0,0.0
11,PAYMENT,22537.32,C1583656142,1176.0,0.0,M425687494,0.0,0.0,0.0,0.0
42,CASH_OUT,82258.06,C408560579,19364.0,0.0,C1205920586,11606.54,93864.6,0.0,0.0
8,PAYMENT,2885.32,C1521244801,39723.0,36837.68,M912292491,0.0,0.0,0.0,0.0
33,CASH_IN,49171.02,C1580116314,2617739.62,2666910.64,C1309276045,904959.34,855788.31,0.0,0.0
41,CASH_OUT,195616.84,C956530915,10442.0,0.0,C117152599,361516.25,557133.09,0.0,0.0
17,CASH_OUT,289260.7,C1211211104,202561.26,0.0,C478793413,918893.05,1014558.37,0.0,0.0
34,TRANSFER,265765.97,C72557741,0.0,0.0,C782615391,329303.45,595069.42,0.0,0.0
34,CASH_OUT,143908.02,C1340167001,0.0,0.0,C556798624,287391.4,66971.09,0.0,0.0
18,TRANSFER,45947.14,C2042331813,81291.0,35343.86,C679605292,175084.59,314958.9,0.0,0.0
14,CASH_IN,128489.86,C1434753300,18106493.54,18234983.4,C2020519226,1671902.78,1543412.92,0.0,0.0
38,CASH_IN,336825.75,C1644189489,300452.0,637277.75,C573315247,243158.0,0.0,0.0,0.0
18,CASH_OUT,322725.88,C101110027,4023.0,0.0,C1127059610,422782.36,997987.7,0.0,0.0
36,CASH_OUT,158942.66,C1401315657,1549.0,0.0,C78993055,2266730.71,2425673.36,0.0,0.0
37,PAYMENT,13460.43,C190354442,226777.01,213316.58,M1639598903,0.0,0.0,0.0,0.0
42,CASH_OUT,193685.37,C1812711574,13570.0,0.0,C1428939759,0.0,193685.37,0.0,0.0
39,PAYMENT,6693.6,C1245513743,30394.0,23700.4,M1202871107,0.0,0.0,0.0,0.0
17,PAYMENT,20043.14,C1217506603,0.0,0.0,M1936080578,0.0,0.0,0.0,0.0
43,CASH_OUT,176905.49,C908064804,0.0,0.0,C376502122,599631.32,776536.81,0.0,0.0
19,TRANSFER,520682.6,C146302418,204137.45,0.0,C975452336,1469662.57,1990345.16,0.0,0.0
22,PAYMENT,1461.23,C346529729,0.0,0.0,M1202312447,0.0,0.0,0.0,0.0
44,CASH_IN,60771.19,C1288455032,11027.0,71798.19,C23916296,7430.25,0.0,0.0,0.0
44,PAYMENT,26372.51,C728952879,18237.74,0.0,M238024981,0.0,0.0,0.0,0.0
42,TRANSFER,773897.73,C323328341,0.0,0.0,C1608204581,959654.66,1733552.38,0.0,0.0
16,CASH_IN,314568.08,C656812070,7468008.8,7782576.88,C1899242034,434128.54,119560.46,0.0,0.0
39,CASH_IN,278025.82,C674258182,6268417.31,6546443.13,C325679116,697715.12,419689.3,0.0,0.0
35,PAYMENT,21387.24,C1206164961,0.0,0.0,M447494308,0.0,0.0,0.0,0.0
37,PAYMENT,26162.65,C262890159,959.0,0.0,M1242580347,0.0,0.0,0.0,0.0
37,PAYMENT,2881.11,C71027297,143919.54,141038.43,M1239516876,0.0,0.0,0.0,0.0
10,PAYMENT,797.43,C761487331,30211.0,29413.57,M1249026042,0.0,0.0,0.0,0.0
12,TRANSFER,289354.72,C138001104,21418.0,0.0,C347696158,18937585.63,19226940.35,0.0,0.0
44,CASH_IN,11593.71,C362447943,23148244.94,23159838.65,C1428025807,259728.27,248134.55,0.0,0.0
38,CASH_OUT,111261.0,C1735404341,6054.0,0.0,C1103413531,199386.04,310647.04,0.0,0.0
10,CASH_IN,540195.58,C1874916627,4193632.19,4733827.77,C1228780618,914164.28,190849.69,0.0,0.0
12,CASH_OUT,70374.93,C301583363,0.0,0.0,C1783930,362680.03,433054.96,0.0,0.0
17,PAYMENT,4220.61,C1882303931,394841.23,390620.61,M2078239566,0.0,0.0,0.0,0.0
14,CASH_OUT,120030.09,C1857682822,72089.0,0.0,C2062138533,8045.1,481030.39,0.0,0.0
43,CASH_OUT,89987.78,C1957575080,0.0,0.0,C1259122055,357342.24,447330.01,0.0,0.0
13,CASH_IN,198716.35,C1287628366,10915505.19,11114221.55,C646183851,1201557.0,945006.86,0.0,0.0
19,TRANSFER,202224.25,C1838402687,0.0,0.0,C1750622044,3098104.71,3567823.81,0.0,0.0
36,PAYMENT,6571.81,C1152790488,0.0,0.0,M215386088,0.0,0.0,0.0,0.0
37,CASH_IN,310287.53,C1361256269,14937.0,325224.53,C509247578,0.0,0.0,0.0,0.0
43,PAYMENT,5740.12,C543514400,0.0,0.0,M896395002,0.0,0.0,0.0,0.0
18,CASH_IN,55451.89,C364525432,27831.27,83283.16,C310728958,2589494.39,2534042.49,0.0,0.0
33,DEBIT,11387.18,C247252607,1053716.69,1042329.51,C1468190507,84446.3,95833.48,0.0,0.0
17,CASH_IN,246029.44,C675294026,185.0,246214.44,C865164641,0.0,0.0,0.0,0.0
9,CASH_OUT,135314.84,C1537418020,0.0,0.0,C1568275166,186509.01,246304.87,0.0,0.0
20,CASH_OUT,207157.06,C1436925151,12915.0,0.0,C1714597156,51932.46,259089.52,0.0,0.0
38,PAYMENT,4372.34,C2091964378,50264.0,45891.66,M1807794797,0.0,0.0,0.0,0.0
11,CASH_IN,91398.21,C1813853071,3351953.92,3443352.13,C2114819378,590397.54,439026.58,0.0,0.0
35,CASH_OUT,172210.91,C1422678705,106465.0,0.0,C610773016,4876083.11,5126183.68,0.0,0.0
37,CASH_OUT,59171.25,C2026329650,0.0,0.0,C143931255,1169583.01,1228754.27,0.0,0.0
14,CASH_OUT,23337.04,C254533471,0.0,0.0,C1430543710,742388.71,765725.75,0.0,0.0
14,PAYMENT,3332.91,C1181033458,469305.0,465972.09,M876343912,0.0,0.0,0.0,0.0
8,TRANSFER,664004.19,C64218484,0.0,0.0,C727209127,4073310.69,4925944.55,0.0,0.0
9,CASH_IN,343968.92,C1917972756,2650421.73,2994390.65,C548922708,1206778.76,0.0,0.0,0.0
15,TRANSFER,2132.59,C83537901,101143.0,99010.41,C358506308,54762.0,0.0,0.0,0.0
8,CASH_OUT,100374.24,C2043626226,0.0,0.0,C313124964,7956857.49,7930883.53,0.0,0.0
16,PAYMENT,5205.17,C2002486076,383936.56,378731.39,M1041629265,0.0,0.0,0.0,0.0
13,PAYMENT,23558.02,C812753725,15742.0,0.0,M131772769,0.0,0.0,0.0,0.0
9,CASH_OUT,414490.05,C1825407510,153.0,0.0,C1025354079,70440.0,530952.42,0.0,0.0
10,CASH_OUT,582055.66,C721713549,60325.0,0.0,C1244839062,0.0,853085.41,0.0,0.0
37,CASH_IN,359268.97,C2101460551,42292.0,401560.97,C2019615110,1810056.07,1450787.09,0.0,0.0
42,PAYMENT,1201.14,C898028287,3433.78,2232.64,M859756647,0.0,0.0,0.0,0.0
35,CASH_OUT,3457.09,C1418135878,6051.0,2593.91,C200880007,976244.75,1049496.47,0.0,0.0
14,PAYMENT,7906.28,C1280866190,11426.82,3520.54,M1914037590,0.0,0.0,0.0,0.0
9,CASH_OUT,346374.19,C1021405514,11578.0,0.0,C824197891,2042969.37,2430811.88,0.0,0.0
13,CASH_IN,153114.16,C652542812,10716797.84,10869912.0,C529404054,720261.51,1003361.2,0.0,0.0
36,CASH_IN,192382.29,C201568403,943758.16,1136140.45,C15237290,2221862.56,2029480.27,0.0,0.0
18,PAYMENT,401.23,C1486320801,2093.91,1692.68,M1367865909,0.0,0.0,0.0,0.0
24,CASH_OUT,40555.57,C1454541101,0.0,0.0,C2023526082,138244.81,178800.39,0.0,0.0
11,PAYMENT,11660.47,C1671513528,528937.98,517277.51,M1938936933,0.0,0.0,0.0,0.0
33,CASH_IN,146069.55,C585174559,15669069.17,15815138.72,C1333348058,864274.11,718204.55,0.0,0.0
36,CASH_IN,282655.63,C2041991845,1095626.71,1378282.35,C629502147,318380.69,35725.05,0.0,0.0
42,CASH_OUT,459937.45,C326911881,0.0,0.0,C193896440,2024147.83,2484085.29,0.0,0.0
42,CASH_IN,229327.94,C1966831229,1035.0,230362.94,C2073909882,0.0,0.0,0.0,0.0
44,CASH_OUT,249208.76,C1094133815,1516.97,0.0,C463881673,431706.66,680915.42,0.0,0.0
44,CASH_IN,262859.4,C623577041,12138.0,274997.4,C537657687,25579.76,0.0,0.0,0.0
43,CASH_OUT,406812.99,C1154354137,0.0,0.0,C1829503316,1000866.33,1407679.32,0.0,0.0
42,PAYMENT,12387.67,C44833178,53722.0,41334.33,M882463990,0.0,0.0,0.0,0.0
12,CASH_OUT,167010.78,C605910044,106940.0,0.0,C719283894,3600.0,0.0,0.0,0.0
11,CASH_IN,34388.53,C548213031,18677691.67,18712080.2,C1701412896,1986253.83,1951865.3,0.0,0.0
13,CASH_OUT,58898.15,C1388306888,21440.0,0.0,C1206447754,140609.93,199508.08,0.0,0.0
12,CASH_IN,200587.11,C1792726239,9477584.34,9678171.45,C1873150418,857442.09,656854.98,0.0,0.0
38,CASH_OUT,73112.32,C1044650291,26430.0,0.0,C1618323911,2314136.93,2387249.25,0.0,0.0
9,CASH_OUT,31159.53,C476150959,33322.0,2162.47,C1159315775,156799.0,187958.53,0.0,0.0
10,TRANSFER,43301.66,C581586073,368689.82,325388.16,C127251760,204054.77,0.0,0.0,0.0
15,PAYMENT,6642.59,C1954238332,20555.78,13913.19,M489850003,0.0,0.0,0.0,0.0
25,CASH_IN,631046.25,C974757168,483254.53,1114300.78,C41519140,4857523.43,4226477.17,0.0,0.0
20,CASH_OUT,128605.12,C1429402483,0.0,0.0,C137534191,804629.05,933234.17,0.0,0.0
8,PAYMENT,12537.93,C186489688,21663.6,9125.67,M1535646894,0.0,0.0,0.0,0.0
22,PAYMENT,12632.75,C1353147251,0.0,0.0,M622853972,0.0,0.0,0.0,0.0
36,PAYMENT,7317.57,C790350142,0.0,0.0,M680065894,0.0,0.0,0.0,0.0
18,PAYMENT,15972.14,C616953315,423909.0,407936.86,M1133560389,0.0,0.0,0.0,0.0
41,CASH_IN,229865.98,C1112910013,1355.0,231220.98,C527501972,0.0,0.0,0.0,0.0
14,CASH_OUT,375530.67,C1380096956,0.0,0.0,C1793211598,892153.24,2104279.24,0.0,0.0
17,PAYMENT,17940.84,C671336645,631170.98,613230.14,M165096059,0.0,0.0,0.0,0.0
20,CASH_OUT,40113.19,C2024397235,0.0,0.0,C1653159460,352379.91,392493.1,0.0,0.0
33,CASH_OUT,217339.63,C1508840762,0.0,0.0,C1107398194,869221.3,1086560.94,0.0,0.0
35,PAYMENT,2987.81,C1376720686,0.0,0.0,M1646348151,0.0,0.0,0.0,0.0
39,PAYMENT,6218.63,C1616554541,218.0,0.0,M706891640,0.0,0.0,0.0,0.0
34,CASH_OUT,259325.56,C621000479,0.0,0.0,C1391433944,299900.97,559226.53,0.0,0.0
43,CASH_IN,10101.36,C238460361,20830.0,30931.36,C651099724,1582712.78,1572611.42,0.0,0.0
19,CASH_IN,136243.18,C714351997,2902187.39,3038430.57,C2013767404,387968.77,206723.21,0.0,0.0
41,CASH_IN,155425.71,C432449669,3623.0,159048.71,C1102505706,49445.1,0.0,0.0,0.0
9,CASH_IN,194552.25,C1173669275,134743.0,329295.25,C1681202502,1405893.66,942249.89,0.0,0.0
11,CASH_IN,227730.13,C1346766801,339.0,228069.13,C1676363352,0.0,0.0,0.0,0.0
20,CASH_IN,179713.05,C1834876629,2621524.49,2801237.54,C302025300,982151.37,802438.32,0.0,0.0
42,CASH_OUT,411065.33,C1357685525,299976.59,0.0,C1199834361,247052.9,431552.02,0.0,0.0
19,DEBIT,9547.55,C424950012,0.0,0.0,C991226740,1719487.47,1924615.41,0.0,0.0
37,CASH_OUT,97868.93,C1401908581,21920.0,0.0,C1661658830,1097662.96,1480072.43,0.0,0.0
40,TRANSFER,186906.28,C596075971,0.0,0.0,C1513231255,1206130.98,1393037.26,0.0,0.0
18,CASH_OUT,34866.51,C863882991,20033.0,0.0,C1659436695,0.0,34866.51,0.0,0.0
15,CASH_IN,58195.72,C1465299694,5022339.04,5080534.76,C1169107188,158090.65,99894.94,0.0,0.0
11,CASH_OUT,342251.34,C1530832000,0.0,0.0,C330624590,648570.63,1201872.84,0.0,0.0
19,PAYMENT,13219.01,C246097241,1430.0,0.0,M814697234,0.0,0.0,0.0,0.0
15,PAYMENT,5770.08,C1618829588,729.0,0.0,M1106213218,0.0,0.0,0.0,0.0
21,PAYMENT,122.9,C1445226020,50784.0,50661.1,M1965254902,0.0,0.0,0.0,0.0
13,CASH_OUT,278431.61,C1136095030,100883.0,0.0,C144487066,7352274.54,7630706.15,0.0,0.0
25,CASH_IN,231997.64,C40943859,2365874.28,2597871.93,C1985485295,429769.99,197772.35,0.0,0.0
8,TRANSFER,1311776.9,C604149873,19996.0,0.0,C1491213790,12469.0,1679978.85,0.0,0.0
14,PAYMENT,14868.57,C1728654968,0.0,0.0,M449591488,0.0,0.0,0.0,0.0
38,CASH_IN,55069.66,C1319325082,30143.0,85212.66,C1579250308,0.0,0.0,0.0,0.0
