sales_id,step,type,sales_amount,nameOrig_x,nameDest_x,payment_id,payment_amount,nameOrig_y,nameDest_y,reconciliation_status,payment_provider,branch_id,settlement_delay_minutes,delayed_payment,suspicious_flag
SALE_14977,9,PAYMENT,2466.75,C577554617,M301312066,PAY_14977,2466.75,C577554617,M301312066,RECONCILED,VISA,KUMASI_MAIN,165,YES,YES
SALE_14979,8,CASH_OUT,89291.66,C1641236707,C34973797,PAY_14979,89291.66,C1641236707,C34973797,RECONCILED,BANK_TRANSFER,TEMA_BRANCH,142,YES,YES
SALE_14980,6,TRANSFER,157635.81,C441236678,C1356054329,PAY_14980,157635.81,C441236678,C1356054329,RECONCILED,AIRTELTIGO_MONEY,ACCRA_CENTRAL,154,YES,YES
SALE_14981,7,PAYMENT,4734.66,C204319504,M1817055696,PAY_14981,4734.66,C204319504,M1817055696,RECONCILED,VISA,EAST_LEGON,129,YES,YES
SALE_14982,9,CASH_OUT,18170.73,C1582617250,C857884419,PAY_14982,18170.73,C1582617250,C857884419,RECONCILED,VISA,ACCRA_CENTRAL,143,YES,YES
SALE_14986,9,CASH_OUT,179518.1,C1164549182,C478816447,PAY_14986,179518.1,C1164549182,C478816447,RECONCILED,AIRTELTIGO_MONEY,TEMA_BRANCH,131,YES,YES
SALE_14988,8,CASH_OUT,266362.81,C90842352,C1406749291,PAY_14988,266362.81,C90842352,C1406749291,RECONCILED,VODAFONE_CASH,TEMA_BRANCH,60,NO,YES
SALE_14989,8,TRANSFER,1871671.54,C674175185,C1220897602,PAY_14989,1871671.54,C674175185,C1220897602,RECONCILED,BANK_TRANSFER,TEMA_BRANCH,171,YES,YES
SALE_14990,9,TRANSFER,356151.15,C1698765670,C1575652054,PAY_14990,356151.15,C1698765670,C1575652054,RECONCILED,BANK_TRANSFER,EAST_LEGON,54,NO,YES
SALE_14992,9,TRANSFER,2045295.01,C1794464641,C1787868648,PAY_14992,2045295.01,C1794464641,C1787868648,RECONCILED,MASTERCARD,TEMA_BRANCH,14,NO,YES
SALE_14993,9,CASH_OUT,230252.82,C1107345535,C1930851375,PAY_14993,230252.82,C1107345535,C1930851375,RECONCILED,MASTERCARD,KUMASI_MAIN,79,YES,YES
SALE_14994,9,TRANSFER,1374316.84,C726800507,C2133732070,PAY_14994,1374316.84,C726800507,C2133732070,RECONCILED,AIRTELTIGO_MONEY,EAST_LEGON,82,YES,YES
SALE_14997,9,PAYMENT,3488.28,C470791957,M21277608,PAY_14997,3488.28,C470791957,M21277608,RECONCILED,MTN_MOMO,ACCRA_CENTRAL,134,YES,YES
SALE_14999,2,PAYMENT,4054.4,C1514687713,M244430068,PAY_14999,4054.4,C1514687713,M244430068,RECONCILED,VISA,KUMASI_MAIN,165,YES,YES
SALE_15001,8,PAYMENT,17793.95,C152013876,M1405372797,PAY_15001,17793.95,C152013876,M1405372797,RECONCILED,VISA,EAST_LEGON,121,YES,YES
SALE_15002,9,CASH_IN,34567.3,C722847225,C940574103,PAY_15002,34567.3,C722847225,C940574103,RECONCILED,AIRTELTIGO_MONEY,KUMASI_MAIN,128,YES,YES
SALE_15007,8,PAYMENT,7297.78,C88136702,M739235148,PAY_15007,7297.78,C88136702,M739235148,RECONCILED,BANK_TRANSFER,ACCRA_CENTRAL,164,YES,YES
SALE_15011,9,CASH_OUT,256062.46,C1157258023,C1444588937,PAY_15011,256062.46,C1157258023,C1444588937,RECONCILED,VISA,TAMALE_BRANCH,31,NO,YES
SALE_15013,2,TRANSFER,147176.03,C1860060918,C2117043942,PAY_15013,147176.03,C1860060918,C2117043942,RECONCILED,VODAFONE_CASH,TAMALE_BRANCH,147,YES,YES
SALE_15014,9,CASH_OUT,75295.33,C1459055615,C671848738,PAY_15014,75295.33,C1459055615,C671848738,RECONCILED,BANK_TRANSFER,EAST_LEGON,155,YES,YES
SALE_15015,7,TRANSFER,705156.96,C1895900510,C490150701,PAY_15015,705156.96,C1895900510,C490150701,RECONCILED,MTN_MOMO,EAST_LEGON,73,YES,YES
SALE_15017,9,PAYMENT,13677.2,C1636112847,M1163309961,PAY_15017,13677.2,C1636112847,M1163309961,RECONCILED,MASTERCARD,EAST_LEGON,160,YES,YES
SALE_15019,9,PAYMENT,67652.26,C300666336,M985150442,PAY_15019,67652.26,C300666336,M985150442,RECONCILED,MTN_MOMO,TAMALE_BRANCH,136,YES,YES
SALE_15020,9,CASH_OUT,285436.14,C1632404636,C10571325,PAY_15020,285436.14,C1632404636,C10571325,RECONCILED,MTN_MOMO,EAST_LEGON,142,YES,YES
SALE_15021,8,PAYMENT,19853.63,C502337362,M1344079813,PAY_15021,19853.63,C502337362,M1344079813,RECONCILED,VISA,ACCRA_CENTRAL,146,YES,YES
SALE_15022,9,TRANSFER,468197.01,C366459619,C839977149,PAY_15022,468197.01,C366459619,C839977149,RECONCILED,VISA,TEMA_BRANCH,105,YES,YES
SALE_15023,8,CASH_IN,220264.34,C458331709,C715819458,,,,,UNMATCHED,MTN_MOMO,KUMASI_MAIN,143,YES,YES
SALE_15024,9,CASH_OUT,336127.4,C1086134187,C767904468,PAY_15024,336127.4,C1086134187,C767904468,RECONCILED,MASTERCARD,TEMA_BRANCH,69,YES,YES
SALE_15027,9,CASH_IN,229261.44,C1250703439,C1554690148,PAY_15027,229261.44,C1250703439,C1554690148,RECONCILED,MASTERCARD,KUMASI_MAIN,73,YES,YES
SALE_15028,8,PAYMENT,2708.66,C87119641,M1302941797,PAY_15028,2708.66,C87119641,M1302941797,RECONCILED,VISA,ACCRA_CENTRAL,130,YES,YES
SALE_15029,8,PAYMENT,7818.84,C1830204207,M1328095373,PAY_15029,7818.84,C1830204207,M1328095373,RECONCILED,VODAFONE_CASH,KUMASI_MAIN,142,YES,YES
SALE_15030,9,CASH_IN,30670.07,C1528916493,C1316198760,PAY_15030,30670.07,C1528916493,C1316198760,RECONCILED,AIRTELTIGO_MONEY,KUMASI_MAIN,153,YES,YES
SALE_15031,7,TRANSFER,804308.42,C923032710,C366015139,PAY_15031,804308.42,C923032710,C366015139,RECONCILED,MTN_MOMO,ACCRA_CENTRAL,111,YES,YES
SALE_15032,7,PAYMENT,3319.55,C1516112517,M1739409373,PAY_15032,3319.55,C1516112517,M1739409373,RECONCILED,AIRTELTIGO_MONEY,ACCRA_CENTRAL,127,YES,YES
SALE_15033,9,CASH_OUT,549970.04,C286259170,C1966562224,PAY_15033,549970.04,C286259170,C1966562224,RECONCILED,MASTERCARD,KUMASI_MAIN,79,YES,YES
SALE_15034,8,TRANSFER,267095.19,C751957146,C378841819,,,,,UNMATCHED,VISA,EAST_LEGON,153,YES,YES
SALE_15036,9,CASH_OUT,424883.96,C911530312,C1278332360,PAY_15036,424883.96,C911530312,C1278332360,RECONCILED,MTN_MOMO,EAST_LEGON,104,YES,YES
SALE_15041,9,CASH_OUT,294365.96,C460200375,C275240684,PAY_15041,294365.96,C460200375,C275240684,RECONCILED,VISA,TAMALE_BRANCH,160,YES,YES
SALE_15042,9,CASH_OUT,92909.0,C794200294,C1802632685,PAY_15042,92909.0,C794200294,C1802632685,RECONCILED,VODAFONE_CASH,ACCRA_CENTRAL,164,YES,YES
SALE_15044,7,PAYMENT,1837.0,C1051088644,M397563391,PAY_15044,1837.0,C1051088644,M397563391,RECONCILED,AIRTELTIGO_MONEY,EAST_LEGON,138,YES,YES
SALE_15045,9,TRANSFER,295520.51,C941898810,C691586697,PAY_15045,295520.51,C941898810,C691586697,RECONCILED,MTN_MOMO,TAMALE_BRANCH,146,YES,YES
SALE_15051,9,CASH_OUT,175234.57,C942866784,C204334828,PAY_15051,175234.57,C942866784,C204334828,RECONCILED,MTN_MOMO,KUMASI_MAIN,171,YES,YES
SALE_15053,9,CASH_OUT,22952.98,C1807089224,C749610836,PAY_15053,22952.98,C1807089224,C749610836,RECONCILED,AIRTELTIGO_MONEY,TAMALE_BRANCH,136,YES,YES
SALE_15058,8,CASH_OUT,79226.31,C1273450210,C1786758337,PAY_15058,79226.31,C1273450210,C1786758337,RECONCILED,VODAFONE_CASH,EAST_LEGON,123,YES,YES
SALE_15059,9,CASH_OUT,84969.34,C645495956,C2000319738,PAY_15059,84969.34,C645495956,C2000319738,RECONCILED,BANK_TRANSFER,TAMALE_BRANCH,163,YES,YES
SALE_15060,9,PAYMENT,11509.25,C1663398851,M416965486,PAY_15060,11509.25,C1663398851,M416965486,RECONCILED,VODAFONE_CASH,TEMA_BRANCH,135,YES,YES
SALE_15061,8,PAYMENT,6508.47,C1932240705,M727315511,PAY_15061,6508.47,C1932240705,M727315511,RECONCILED,VODAFONE_CASH,TAMALE_BRANCH,135,YES,YES
SALE_15062,9,CASH_OUT,300177.81,C1705742647,C937195105,PAY_15062,300177.81,C1705742647,C937195105,RECONCILED,VISA,TEMA_BRANCH,65,YES,YES
SALE_15064,8,TRANSFER,1365825.31,C1086762959,C380928130,PAY_15064,1365825.31,C1086762959,C380928130,RECONCILED,BANK_TRANSFER,TEMA_BRANCH,34,NO,YES
SALE_15067,8,CASH_OUT,422909.22,C535745527,C705321061,PAY_15067,422909.22,C535745527,C705321061,RECONCILED,MASTERCARD,TAMALE_BRANCH,43,NO,YES
SALE_15068,8,CASH_IN,379608.87,C1800823906,C1979563377,PAY_15068,379608.87,C1800823906,C1979563377,RECONCILED,VODAFONE_CASH,ACCRA_CENTRAL,151,YES,YES
SALE_15069,8,CASH_OUT,406875.68,C1956276351,C1740764606,PAY_15069,406875.68,C1956276351,C1740764606,RECONCILED,BANK_TRANSFER,EAST_LEGON,13,NO,YES
SALE_15071,9,CASH_IN,147249.13,C1421212045,C425298744,PAY_15071,147249.13,C1421212045,C425298744,RECONCILED,MASTERCARD,TAMALE_BRANCH,122,YES,YES
SALE_15073,9,CASH_OUT,412904.9,C343709620,C854139074,PAY_15073,412904.9,C343709620,C854139074,RECONCILED,VODAFONE_CASH,TEMA_BRANCH,137,YES,YES
SALE_15074,1,CASH_IN,300768.79,C1921143808,C1711105800,PAY_15074,300768.79,C1921143808,C1711105800,RECONCILED,AIRTELTIGO_MONEY,ACCRA_CENTRAL,111,YES,YES
SALE_15082,1,TRANSFER,1505626.01,C926859124,C665576141,PAY_15082,1505626.01,C926859124,C665576141,RECONCILED,AIRTELTIGO_MONEY,TEMA_BRANCH,179,YES,YES
SALE_15084,8,CASH_IN,335683.71,C708632034,C158876320,PAY_15084,335683.71,C708632034,C158876320,RECONCILED,MASTERCARD,TEMA_BRANCH,16,NO,YES
SALE_15085,8,PAYMENT,6689.13,C1458912653,M640263118,PAY_15085,6689.13,C1458912653,M640263118,RECONCILED,VISA,TAMALE_BRANCH,142,YES,YES
SALE_15086,8,CASH_IN,144445.48,C155721236,C1945802665,PAY_15086,144445.48,C155721236,C1945802665,RECONCILED,MASTERCARD,EAST_LEGON,148,YES,YES
SALE_15089,9,PAYMENT,15993.7,C563175378,M762701808,PAY_15089,15993.7,C563175378,M762701808,RECONCILED,VODAFONE_CASH,TAMALE_BRANCH,149,YES,YES
SALE_15090,9,PAYMENT,2084.73,C829640908,M1011566331,PAY_15090,2084.73,C829640908,M1011566331,RECONCILED,MTN_MOMO,EAST_LEGON,177,YES,YES
SALE_15095,8,CASH_OUT,397143.57,C1929525087,C1929496638,PAY_15095,397143.57,C1929525087,C1929496638,RECONCILED,VISA,KUMASI_MAIN,64,YES,YES
SALE_15096,7,CASH_OUT,308546.93,C1143349029,C1554540309,PAY_15096,308546.93,C1143349029,C1554540309,RECONCILED,BANK_TRANSFER,KUMASI_MAIN,123,YES,YES
SALE_15101,9,CASH_IN,191470.26,C1923920423,C965798938,PAY_15101,191470.26,C1923920423,C965798938,RECONCILED,VISA,EAST_LEGON,129,YES,YES
SALE_15103,8,TRANSFER,14953.12,C2137146231,C813163690,PAY_15103,14953.12,C2137146231,C813163690,RECONCILED,VODAFONE_CASH,TEMA_BRANCH,165,YES,YES
SALE_15105,9,CASH_IN,41208.57,C413828554,C47976160,PAY_15105,41208.57,C413828554,C47976160,RECONCILED,VODAFONE_CASH,ACCRA_CENTRAL,163,YES,YES
SALE_15108,9,CASH_IN,85605.05,C843396580,C558216562,PAY_15108,85605.05,C843396580,C558216562,RECONCILED,MASTERCARD,TEMA_BRANCH,132,YES,YES
SALE_15111,7,CASH_OUT,42127.06,C1981647392,C461640598,PAY_15111,42127.06,C1981647392,C461640598,RECONCILED,MTN_MOMO,TEMA_BRANCH,124,YES,YES
SALE_15112,7,CASH_OUT,40613.87,C959503254,C1039865382,PAY_15112,40613.87,C959503254,C1039865382,RECONCILED,VODAFONE_CASH,TEMA_BRANCH,167,YES,YES
SALE_15113,8,CASH_OUT,320499.23,C420986513,C478124129,PAY_15113,320499.23,C420986513,C478124129,RECONCILED,AIRTELTIGO_MONEY,ACCRA_CENTRAL,119,YES,YES
SALE_15114,9,CASH_OUT,234274.68,C556051107,C1619402333,PAY_15114,234274.68,C556051107,C1619402333,RECONCILED,BANK_TRANSFER,TAMALE_BRANCH,84,YES,YES
SALE_15117,9,CASH_OUT,31530.43,C1973155848,C1780797498,PAY_15117,31530.43,C1973155848,C1780797498,RECONCILED,MTN_MOMO,KUMASI_MAIN,159,YES,YES
SALE_15118,9,CASH_OUT,234607.13,C1899470602,C1460346967,PAY_15118,234607.13,C1899470602,C1460346967,RECONCILED,MTN_MOMO,ACCRA_CENTRAL,176,YES,YES
SALE_15122,9,CASH_OUT,340500.33,C1590153895,C715819458,PAY_15122,340500.33,C1590153895,C715819458,RECONCILED,MTN_MOMO,TAMALE_BRANCH,87,YES,YES
SALE_15124,7,PAYMENT,6142.8,C1567808011,M677077995,PAY_15124,6142.8,C1567808011,M677077995,RECONCILED,VODAFONE_CASH,EAST_LEGON,177,YES,YES
SALE_15128,7,PAYMENT,3036.06,C1214336947,M1320400528,PAY_15128,3036.06,C1214336947,M1320400528,RECONCILED,MTN_MOMO,TAMALE_BRANCH,141,YES,YES
SALE_15129,8,CASH_IN,15636.55,C1907336067,C1674899618,PAY_15129,15636.55,C1907336067,C1674899618,RECONCILED,MASTERCARD,TEMA_BRANCH,131,YES,YES
SALE_15130,9,PAYMENT,21334.09,C559830902,M770553096,PAY_15130,21334.09,C559830902,M770553096,RECONCILED,MTN_MOMO,EAST_LEGON,127,YES,YES
SALE_15131,9,CASH_OUT,220827.04,C2045821216,C338671335,PAY_15131,220827.04,C2045821216,C338671335,RECONCILED,MASTERCARD,ACCRA_CENTRAL,153,YES,YES
SALE_15134,9,PAYMENT,29739.42,C717659052,M337691509,PAY_15134,29739.42,C717659052,M337691509,RECONCILED,MTN_MOMO,TAMALE_BRANCH,172,YES,YES
SALE_15135,7,TRANSFER,850870.76,C1270272746,C189963646,PAY_15135,850870.76,C1270272746,C189963646,RECONCILED,MASTERCARD,TAMALE_BRANCH,52,NO,YES
SALE_15136,9,CASH_IN,295080.28,C1672573555,C1623014027,PAY_15136,295080.28,C1672573555,C1623014027,RECONCILED,MASTERCARD,TEMA_BRANCH,147,YES,YES
SALE_15137,1,CASH_OUT,16662.21,C1599823012,C97730845,PAY_15137,16662.21,C1599823012,C97730845,RECONCILED,VISA,TEMA_BRANCH,158,YES,YES
SALE_15138,9,PAYMENT,5070.92,C2089886588,M89681729,PAY_15138,5070.92,C2089886588,M89681729,RECONCILED,BANK_TRANSFER,EAST_LEGON,133,YES,YES
SALE_15142,9,CASH_OUT,249030.3,C1713254040,C1246142195,PAY_15142,249030.3,C1713254040,C1246142195,RECONCILED,MASTERCARD,EAST_LEGON,4,NO,YES
SALE_15144,9,CASH_OUT,306761.28,C1575308444,C1427398085,PAY_15144,306761.28,C1575308444,C1427398085,RECONCILED,VISA,ACCRA_CENTRAL,98,YES,YES
SALE_15146,7,PAYMENT,15617.71,C2013736776,M1468156407,PAY_15146,15617.71,C2013736776,M1468156407,RECONCILED,VODAFONE_CASH,TAMALE_BRANCH,132,YES,YES
SALE_15149,1,CASH_OUT,39485.21,C626193099,C1883840933,PAY_15149,39485.21,C626193099,C1883840933,RECONCILED,BANK_TRANSFER,ACCRA_CENTRAL,139,YES,YES
SALE_15154,1,PAYMENT,331.4,C1562595588,M1317963297,PAY_15154,331.4,C1562595588,M1317963297,RECONCILED,VISA,KUMASI_MAIN,147,YES,YES
SALE_15155,9,PAYMENT,23279.4,C922841184,M1089534032,PAY_15155,23279.4,C922841184,M1089534032,RECONCILED,VISA,KUMASI_MAIN,157,YES,YES
SALE_15157,8,TRANSFER,1306488.11,C778531371,C1271057169,PAY_15157,1306488.11,C778531371,C1271057169,RECONCILED,BANK_TRANSFER,EAST_LEGON,81,YES,YES
SALE_15158,9,CASH_OUT,221927.62,C1415117927,C405688685,PAY_15158,221927.62,C1415117927,C405688685,RECONCILED,VISA,KUMASI_MAIN,153,YES,YES
SALE_15161,9,PAYMENT,19886.61,C1401908619,M554386081,PAY_15161,19886.61,C1401908619,M554386081,RECONCILED,AIRTELTIGO_MONEY,EAST_LEGON,125,YES,YES
SALE_15163,5,PAYMENT,2466.6,C435875276,M745089008,PAY_15163,2466.6,C435875276,M745089008,RECONCILED,VISA,KUMASI_MAIN,139,YES,YES
SALE_15165,8,PAYMENT,10734.37,C1656015857,M1610357243,PAY_15165,10734.37,C1656015857,M1610357243,RECONCILED,VODAFONE_CASH,ACCRA_CENTRAL,143,YES,YES
SALE_15170,9,CASH_IN,78601.48,C2040306849,C1533703399,PAY_15170,78601.48,C2040306849,C1533703399,RECONCILED,MASTERCARD,KUMASI_MAIN,141,YES,YES
SALE_15171,7,PAYMENT,4838.62,C183520621,M658528347,PAY_15171,4838.62,C183520621,M658528347,RECONCILED,AIRTELTIGO_MONEY,KUMASI_MAIN,176,YES,YES
SALE_15179,9,CASH_OUT,381320.12,C1716240663,C876080387,PAY_15179,381320.12,C1716240663,C876080387,RECONCILED,VISA,TEMA_BRANCH,162,YES,YES
SALE_15186,7,CASH_OUT,258307.33,C502661440,C1286084959,PAY_15186,258307.33,C502661440,C1286084959,RECONCILED,MTN_MOMO,ACCRA_CENTRAL,156,YES,YES
SALE_15188,9,CASH_OUT,309011.77,C910723015,C262828207,PAY_15188,309011.77,C910723015,C262828207,RECONCILED,AIRTELTIGO_MONEY,ACCRA_CENTRAL,155,YES,YES
SALE_15189,8,CASH_OUT,60551.96,C1180629587,C1137371968,PAY_15189,60551.96,C1180629587,C1137371968,RECONCILED,AIRTELTIGO_MONEY,TEMA_BRANCH,145,YES,YES
SALE_15190,8,CASH_OUT,171958.83,C752625959,C727209127,PAY_15190,171958.83,C752625959,C727209127,RECONCILED,AIRTELTIGO_MONEY,ACCRA_CENTRAL,166,YES,YES
SALE_15195,8,CASH_OUT,304658.79,C1148500069,C257884050,PAY_15195,304658.79,C1148500069,C257884050,RECONCILED,VODAFONE_CASH,TAMALE_BRANCH,78,YES,YES
SALE_15196,9,CASH_IN,72728.07,C494464018,C1750918377,PAY_15196,72728.07,C494464018,C1750918377,RECONCILED,MASTERCARD,ACCRA_CENTRAL,176,YES,YES
SALE_15197,9,CASH_IN,219308.22,C907154618,C1359673572,PAY_15197,219308.22,C907154618,C1359673572,RECONCILED,VISA,TAMALE_BRANCH,126,YES,YES
SALE_15198,9,CASH_IN,294410.69,C2090326686,C1905079199,PAY_15198,294410.69,C2090326686,C1905079199,RECONCILED,VODAFONE_CASH,KUMASI_MAIN,45,NO,YES
SALE_15199,3,PAYMENT,6745.4,C2120532393,M2145001473,PAY_15199,6745.4,C2120532393,M2145001473,RECONCILED,AIRTELTIGO_MONEY,TAMALE_BRANCH,127,YES,YES
SALE_15201,9,TRANSFER,1312230.78,C1368916653,C586711602,PAY_15201,1312230.78,C1368916653,C586711602,RECONCILED,BANK_TRANSFER,EAST_LEGON,72,YES,YES
SALE_15204,7,TRANSFER,455496.65,C1034899044,C306206744,PAY_15204,455496.65,C1034899044,C306206744,RECONCILED,MTN_MOMO,TEMA_BRANCH,151,YES,YES
SALE_15207,8,PAYMENT,2153.86,C1355764964,M1959246940,PAY_15207,2153.86,C1355764964,M1959246940,RECONCILED,VODAFONE_CASH,TAMALE_BRANCH,168,YES,YES
SALE_15211,8,PAYMENT,1551.65,C1184801334,M1511293665,PAY_15211,1551.65,C1184801334,M1511293665,RECONCILED,AIRTELTIGO_MONEY,KUMASI_MAIN,151,YES,YES
SALE_15212,2,PAYMENT,17827.48,C1147545255,M1117747481,PAY_15212,17827.48,C1147545255,M1117747481,RECONCILED,MASTERCARD,KUMASI_MAIN,151,YES,YES
SALE_15213,1,CASH_OUT,338767.1,C691691381,C453211571,PAY_15213,338767.1,C691691381,C453211571,RECONCILED,MASTERCARD,TAMALE_BRANCH,44,NO,YES
SALE_15214,9,TRANSFER,717321.42,C1402467446,C1134701218,PAY_15214,717321.42,C1402467446,C1134701218,RECONCILED,VISA,EAST_LEGON,98,YES,YES
SALE_15215,9,CASH_OUT,308119.31,C66629505,C1371191175,PAY_15215,308119.31,C66629505,C1371191175,RECONCILED,VISA,ACCRA_CENTRAL,156,YES,YES
SALE_15220,9,CASH_OUT,133414.89,C55608998,C1489484545,PAY_15220,133414.89,C55608998,C1489484545,RECONCILED,MTN_MOMO,KUMASI_MAIN,175,YES,YES
SALE_15228,9,PAYMENT,7434.53,C617780474,M1496943672,PAY_15228,7434.53,C617780474,M1496943672,RECONCILED,MASTERCARD,TAMALE_BRANCH,151,YES,YES
SALE_15229,7,TRANSFER,616066.42,C712358380,C728526866,,,,,UNMATCHED,AIRTELTIGO_MONEY,EAST_LEGON,116,YES,YES
SALE_15230,9,CASH_IN,96511.42,C1629479520,C18928637,PAY_15230,96511.42,C1629479520,C18928637,RECONCILED,AIRTELTIGO_MONEY,TEMA_BRANCH,130,YES,YES
SALE_15233,8,PAYMENT,32500.59,C1476884077,M1853348326,PAY_15233,32500.59,C1476884077,M1853348326,RECONCILED,MASTERCARD,ACCRA_CENTRAL,169,YES,YES
SALE_15236,9,TRANSFER,1653333.31,C1695619774,C791512944,PAY_15236,1653333.31,C1695619774,C791512944,RECONCILED,AIRTELTIGO_MONEY,TAMALE_BRANCH,114,YES,YES
SALE_15238,9,CASH_OUT,300391.99,C255319942,C1277694634,PAY_15238,300391.99,C255319942,C1277694634,RECONCILED,MTN_MOMO,TEMA_BRANCH,89,YES,YES
SALE_15239,9,TRANSFER,745636.01,C711659391,C408304912,PAY_15239,745636.01,C711659391,C408304912,RECONCILED,AIRTELTIGO_MONEY,TAMALE_BRANCH,41,NO,YES
SALE_15240,9,CASH_OUT,526823.71,C207287921,C2143477943,PAY_15240,526823.71,C207287921,C2143477943,RECONCILED,MTN_MOMO,ACCRA_CENTRAL,164,YES,YES
SALE_15242,9,CASH_OUT,213404.43,C845433868,C1782704802,PAY_15242,213404.43,C845433868,C1782704802,RECONCILED,VISA,EAST_LEGON,27,NO,YES
SALE_15244,9,CASH_IN,125674.22,C640394417,C1889395764,PAY_15244,125674.22,C640394417,C1889395764,RECONCILED,AIRTELTIGO_MONEY,TEMA_BRANCH,121,YES,YES
SALE_15246,9,CASH_OUT,353759.28,C948681098,C1039162432,PAY_15246,353759.28,C948681098,C1039162432,RECONCILED,MTN_MOMO,EAST_LEGON,37,NO,YES
SALE_15247,5,CASH_IN,596406.73,C1144539978,C977993101,PAY_15247,596406.73,C1144539978,C977993101,RECONCILED,MTN_MOMO,KUMASI_MAIN,76,YES,YES
SALE_15248,9,TRANSFER,229076.39,C1257607640,C902474572,PAY_15248,229076.39,C1257607640,C902474572,RECONCILED,AIRTELTIGO_MONEY,ACCRA_CENTRAL,141,YES,YES
SALE_15249,8,CASH_OUT,207838.86,C1341429418,C1482979717,PAY_15249,207838.86,C1341429418,C1482979717,RECONCILED,VISA,ACCRA_CENTRAL,66,YES,YES
SALE_15251,2,PAYMENT,9034.36,C1249070084,M1197535593,,,,,UNMATCHED,MASTERCARD,KUMASI_MAIN,162,YES,YES
SALE_15252,9,TRANSFER,866965.71,C424501244,C11003494,PAY_15252,866965.71,C424501244,C11003494,RECONCILED,AIRTELTIGO_MONEY,ACCRA_CENTRAL,98,YES,YES
SALE_15253,9,CASH_OUT,264062.93,C597132357,C483302654,PAY_15253,264062.93,C597132357,C483302654,RECONCILED,VODAFONE_CASH,EAST_LEGON,175,YES,YES
SALE_15257,9,CASH_OUT,309452.77,C1095160438,C991505714,PAY_15257,309452.77,C1095160438,C991505714,RECONCILED,VISA,EAST_LEGON,65,YES,YES
SALE_15258,7,PAYMENT,3446.28,C104678309,M1427476487,PAY_15258,3446.28,C104678309,M1427476487,RECONCILED,AIRTELTIGO_MONEY,EAST_LEGON,166,YES,YES
SALE_15259,8,CASH_IN,158077.38,C115341006,C1948558238,PAY_15259,158077.38,C115341006,C1948558238,RECONCILED,MASTERCARD,ACCRA_CENTRAL,145,YES,YES
SALE_15261,9,CASH_OUT,212361.52,C1149666966,C674898848,PAY_15261,212361.52,C1149666966,C674898848,RECONCILED,BANK_TRANSFER,EAST_LEGON,25,NO,YES
SALE_15262,9,CASH_IN,295725.07,C1305782283,C646059443,PAY_15262,295725.07,C1305782283,C646059443,RECONCILED,MTN_MOMO,TAMALE_BRANCH,141,YES,YES
SALE_15264,9,CASH_IN,217666.33,C2134493844,C993228014,PAY_15264,217666.33,C2134493844,C993228014,RECONCILED,MASTERCARD,ACCRA_CENTRAL,23,NO,YES
SALE_15265,9,CASH_OUT,54414.01,C75924224,C1556993174,PAY_15265,54414.01,C75924224,C1556993174,RECONCILED,BANK_TRANSFER,ACCRA_CENTRAL,143,YES,YES
SALE_15268,9,CASH_OUT,95331.13,C882507133,C231329259,PAY_15268,95331.13,C882507133,C231329259,RECONCILED,MTN_MOMO,EAST_LEGON,167,YES,YES
SALE_15272,6,PAYMENT,12249.43,C1913714009,M1236908650,PAY_15272,12249.43,C1913714009,M1236908650,RECONCILED,AIRTELTIGO_MONEY,EAST_LEGON,167,YES,YES
SALE_15275,8,CASH_IN,280224.91,C1715417422,C2013854563,PAY_15275,280224.91,C1715417422,C2013854563,RECONCILED,VISA,TAMALE_BRANCH,134,YES,YES
SALE_15277,9,CASH_OUT,380032.35,C2083039459,C1728766751,PAY_15277,380032.35,C2083039459,C1728766751,RECONCILED,BANK_TRANSFER,ACCRA_CENTRAL,169,YES,YES
SALE_15278,9,CASH_OUT,273951.91,C594548333,C14576684,PAY_15278,273951.91,C594548333,C14576684,RECONCILED,AIRTELTIGO_MONEY,KUMASI_MAIN,65,YES,YES
SALE_15279,9,CASH_OUT,387503.48,C408743141,C173141569,PAY_15279,387503.48,C408743141,C173141569,RECONCILED,MASTERCARD,TEMA_BRANCH,156,YES,YES
SALE_15281,9,CASH_IN,278558.27,C747215399,C712956349,PAY_15281,278558.27,C747215399,C712956349,RECONCILED,VODAFONE_CASH,KUMASI_MAIN,26,NO,YES
SALE_15282,9,PAYMENT,12046.11,C1048885213,M630687077,,,,,UNMATCHED,VODAFONE_CASH,TEMA_BRANCH,136,YES,YES
SALE_15285,7,PAYMENT,4911.98,C488509294,M1953932833,PAY_15285,4911.98,C488509294,M1953932833,RECONCILED,VODAFONE_CASH,ACCRA_CENTRAL,174,YES,YES
SALE_15286,8,CASH_OUT,295205.44,C599503703,C1853202598,PAY_15286,295205.44,C599503703,C1853202598,RECONCILED,VISA,TAMALE_BRANCH,4,NO,YES
SALE_15287,9,CASH_OUT,234547.85,C564171524,C299715257,PAY_15287,234547.85,C564171524,C299715257,RECONCILED,MASTERCARD,TEMA_BRANCH,80,YES,YES
SALE_15289,9,CASH_OUT,356317.7,C730378285,C1173662257,PAY_15289,356317.7,C730378285,C1173662257,RECONCILED,AIRTELTIGO_MONEY,ACCRA_CENTRAL,151,YES,YES
SALE_15290,8,PAYMENT,461.0,C943925570,M841536159,PAY_15290,461.0,C943925570,M841536159,RECONCILED,BANK_TRANSFER,TAMALE_BRANCH,152,YES,YES
